Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747852532,10,,Aggregated,0.600000,0.000000,7600,7700,9300,9400,15000,18000,18000,18000,18000,18000,18000,15,0,7600.0,7813.901663420256,2240.0234080269,17996.50368001312,442.8666666666667
1747852533,10,,Aggregated,0.600000,0.000000,7600,7700,9300,9400,15000,18000,18000,18000,18000,18000,18000,15,0,7600.0,7813.901663420256,2240.0234080269,17996.50368001312,442.8666666666667
1747852534,10,,Aggregated,0.600000,0.000000,7600,7700,9300,9400,15000,18000,18000,18000,18000,18000,18000,15,0,7600.0,7813.901663420256,2240.0234080269,17996.50368001312,442.8666666666667
1747852535,10,,Aggregated,0.700000,0.000000,8100,9300,9400,9700,18000,24000,24000,24000,24000,24000,24000,20,0,7700.0,8933.42076941044,2240.0234080269,24044.243069947697,440.85
1747852536,10,,Aggregated,0.700000,0.000000,8100,9300,9400,9700,18000,24000,24000,24000,24000,24000,24000,20,0,7700.0,8933.42076941044,2240.0234080269,24044.243069947697,440.85
1747852537,10,,Aggregated,0.700000,0.000000,8100,9300,9400,9700,18000,24000,24000,24000,24000,24000,24000,20,0,7700.0,8933.42076941044,2240.0234080269,24044.243069947697,440.85
1747852538,10,,Aggregated,0.700000,0.000000,8100,9300,9400,9700,18000,24000,24000,24000,24000,24000,24000,20,0,7700.0,8933.42076941044,2240.0234080269,24044.243069947697,440.85
1747852539,10,,Aggregated,0.700000,0.000000,8100,9300,9400,9700,18000,24000,24000,24000,24000,24000,24000,20,0,7700.0,8933.42076941044,2240.0234080269,24044.243069947697,440.85
1747852540,10,,Aggregated,0.700000,0.000000,8100,9300,9400,9700,18000,24000,24000,24000,24000,24000,24000,20,0,7700.0,8933.42076941044,2240.0234080269,24044.243069947697,440.85
1747852541,10,,Aggregated,0.700000,0.000000,8100,9300,9400,9700,18000,24000,24000,24000,24000,24000,24000,20,0,7700.0,8933.42076941044,2240.0234080269,24044.243069947697,440.85
1747852542,10,,Aggregated,0.500000,0.000000,9200,9400,11000,12000,18000,24000,29000,29000,29000,29000,29000,25,1,9200.0,9806.417755049188,2240.0234080269,29360.805805015843,428.48
1747852543,10,,Aggregated,0.500000,0.000000,9200,9400,11000,12000,18000,24000,29000,29000,29000,29000,29000,25,1,9200.0,9806.417755049188,2240.0234080269,29360.805805015843,428.48
1747852544,10,,Aggregated,0.500000,0.000000,9200,9400,11000,12000,18000,24000,29000,29000,29000,29000,29000,25,1,9200.0,9806.417755049188,2240.0234080269,29360.805805015843,428.48
1747852545,10,,Aggregated,0.500000,0.000000,9200,9400,11000,12000,18000,24000,29000,29000,29000,29000,29000,25,1,9200.0,9806.417755049188,2240.0234080269,29360.805805015843,428.48
1747852546,10,,Aggregated,0.500000,0.000000,9200,9400,11000,12000,18000,24000,29000,29000,29000,29000,29000,25,1,9200.0,9806.417755049188,2240.0234080269,29360.805805015843,428.48
1747852547,10,,Aggregated,0.500000,0.000000,9200,9400,11000,12000,18000,24000,29000,29000,29000,29000,29000,25,1,9200.0,9806.417755049188,2240.0234080269,29360.805805015843,428.48
1747852548,10,,Aggregated,0.500000,0.000000,9200,9400,11000,12000,18000,24000,29000,29000,29000,29000,29000,25,1,9200.0,9806.417755049188,2240.0234080269,29360.805805015843,428.48
1747852549,10,,Aggregated,0.500000,0.100000,9300,11000,11000,12000,24000,29000,35000,35000,35000,35000,35000,30,1,9300.0,10803.498036078721,2240.0234080269,35277.143496030476,429.6333333333333
1747852550,10,,Aggregated,0.500000,0.100000,9300,11000,11000,12000,24000,29000,35000,35000,35000,35000,35000,30,1,9300.0,10803.498036078721,2240.0234080269,35277.143496030476,429.6333333333333
1747852551,10,,Aggregated,0.500000,0.100000,9300,11000,11000,12000,24000,29000,35000,35000,35000,35000,35000,30,1,9300.0,10803.498036078721,2240.0234080269,35277.143496030476,429.6333333333333
1747852552,10,,Aggregated,0.500000,0.100000,9300,11000,11000,12000,24000,29000,35000,35000,35000,35000,35000,30,1,9300.0,10803.498036078721,2240.0234080269,35277.143496030476,429.6333333333333
1747852553,10,,Aggregated,0.500000,0.100000,9300,11000,11000,12000,24000,29000,35000,35000,35000,35000,35000,30,1,9300.0,10803.498036078721,2240.0234080269,35277.143496030476,429.6333333333333
1747852554,10,,Aggregated,0.500000,0.100000,9300,11000,11000,12000,24000,29000,35000,35000,35000,35000,35000,30,1,9300.0,10803.498036078721,2240.0234080269,35277.143496030476,429.6333333333333
